Price,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,IBM,IBM,IBM,IBM,IBM,IBM,IBM,IBM
Date,,,,,,,,
2018-01-02,103.41283416748047,147.46653747558594,0.0,148.0019073486328,146.7877655029297,147.70555114746094,0.0,4395815
2018-01-03,106.25537872314453,151.52008056640625,0.0,152.7820281982422,149.45506286621094,150.420654296875,0.0,9875914
2018-01-04,108.40750885009766,154.5889129638672,0.0,155.181640625,152.3613739013672,152.62905883789062,0.0,7903785
2018-01-05,108.93711853027344,155.3441619873047,0.0,155.73614501953125,154.01528930664062,155.29637145996094,0.0,5434807
2018-01-08,109.59413146972656,156.28106689453125,0.0,156.70172119140625,154.5889129638672,155.50669860839844,0.0,5478425
2018-01-09,109.83549499511719,156.625244140625,0.0,157.29444885253906,155.88909912109375,156.69215393066406,0.0,4541523
2018-01-10,110.07014465332031,156.95985412597656,0.0,157.10325622558594,155.35372924804688,155.74569702148438,0.0,4366109
2018-01-11,110.08357238769531,156.97897338867188,0.0,157.68641662597656,156.11854553222656,157.55258178710938,0.0,3969047
2018-01-12,109.37287139892578,155.965576171875,0.0,157.49522399902344,155.8604278564453,156.806884765625,0.0,5263367
2018-01-16,109.84890747070312,156.6443634033203,0.0,158.02102661132812,156.16635131835938,157.83938598632812,0.0,8152733
2018-01-17,113.06692504882812,161.2332763671875,0.0,161.69215393066406,159.90440368652344,160.6214141845703,0.0,12248660
2018-01-18,113.3819808959961,161.68260192871094,0.0,163.6042022705078,160.75526428222656,162.52389526367188,0.0,14915228
2018-01-19,108.856689453125,155.2294464111328,0.0,158.12619018554688,154.2064971923828,157.2275390625,0.0,22146435
2018-01-22,109.01085662841797,155.44932556152344,0.0,156.76864624023438,154.0248565673828,154.4072723388672,0.0,8870917
2018-01-23,111.45791625976562,158.93881225585938,0.0,158.94837951660156,155.36329650878906,155.65965270996094,0.0,7809645
2018-01-24,110.8679428100586,158.09751892089844,0.0,161.30018615722656,157.5717010498047,159.4168243408203,0.0,5904670
2018-01-25,110.93497467041016,158.193115234375,0.0,159.4455108642578,157.92543029785156,158.61376953125,0.0,3454415
2018-01-26,112.18864440917969,159.9808807373047,0.0,160.0478057861328,158.49903869628906,158.8145294189453,0.0,3962143
2018-01-29,111.82666015625,159.46463012695312,0.0,160.98471069335938,158.70936584472656,160.08604431152344,0.0,3678782
2018-01-30,109.69467163085938,156.42446899414062,0.0,159.43594360351562,155.98471069335938,158.90057373046875,0.0,5127806
2018-01-31,109.74832153320312,156.50096130371094,0.0,157.73422241210938,155.602294921875,156.5487518310547,0.0,4260149
2018-02-01,108.87678527832031,155.2581329345703,0.0,156.91204833984375,154.78012084960938,156.0133819580078,0.0,4638173
2018-02-02,106.61742401123047,152.0363311767578,0.0,154.87571716308594,151.88336181640625,154.5889129638672,0.0,5493487
2018-02-05,102.25968170166016,145.82217407226562,0.0,151.52963256835938,143.4034423828125,150.9464569091797,0.0,9148944
2018-02-06,104.1435775756836,148.50860595703125,0.0,148.65200805664062,142.55258178710938,143.68069458007812,0.0,10321614
2018-02-07,103.14466094970703,147.08413696289062,0.0,148.50860595703125,146.53919982910156,147.3900604248047,0.0,6432063
2018-02-08,99.92202758789062,141.09942626953125,1.434034,146.42446899414062,141.0133819580078,145.77438354492188,0.0,7090939
2018-02-09,101.22191619873047,142.93499755859375,0.0,143.91969299316406,138.04971313476562,142.06500244140625,0.0,8188402
2018-02-12,102.50146484375,144.7418670654297,0.0,145.69789123535156,143.69024658203125,144.26385498046875,0.0,6151944
2018-02-13,102.06140899658203,144.12045288085938,0.0,144.53155517578125,143.0592803955078,144.26385498046875,0.0,5115986
2018-02-14,104.77627563476562,147.95411682128906,0.0,148.18356323242188,143.4034423828125,143.5850830078125,0.0,5731034
2018-02-15,105.62256622314453,149.14913940429688,0.0,149.96176147460938,146.9407196044922,148.6615753173828,0.0,5882286
2018-02-16,105.73767852783203,149.31166076660156,0.0,150.85086059570312,148.8432159423828,148.86233520507812,0.0,4479913
2018-02-20,105.04707336425781,148.33651733398438,0.0,149.10133361816406,147.10325622558594,148.93881225585938,0.0,4696122
2018-02-21,104.23468780517578,147.18930053710938,0.0,149.89483642578125,147.13192749023438,148.5946502685547,0.0,3900116
2018-02-22,103.7065658569336,146.44358825683594,0.0,148.2218017578125,146.07073974609375,147.70555114746094,0.0,4209732
